"File";"Precision";"Recall";"F1"
"TUW-137078";"100,00";"91,67";"94,44"
"TUW-138011";"81,67";"73,89";"77,22"
"TUW-138447";"87,64";"69,62";"70,60"
"TUW-138544";"94,23";"74,76";"76,50"
"TUW-138547";"90,48";"89,24";"89,83"
"TUW-139299";"74,07";"73,06";"73,47"
"TUW-139761";"57,83";"59,32";"48,90"
"TUW-139769";"57,78";"49,25";"50,74"
"TUW-139781";"98,61";"75,00";"74,44"
"TUW-139785";"45,86";"43,67";"42,50"
"TUW-140047";"85,65";"85,81";"85,58"
"TUW-140048";"95,64";"81,03";"82,55"
"TUW-140229";"84,23";"72,22";"75,67"
"TUW-140253";"97,92";"95,88";"96,51"
"TUW-140308";"91,67";"68,75";"68,75"
"TUW-140533";"53,95";"34,68";"35,77"
"TUW-140867";"86,00";"69,23";"67,47"
"TUW-140895";"44,32";"35,09";"34,55"
"TUW-140983";"84,72";"66,67";"66,22"
"TUW-141024";"100,00";"100,00";"100,00"
"TUW-141065";"92,06";"91,32";"91,67"
"TUW-141121";"94,64";"95,83";"95,19"
"TUW-141140";"94,54";"98,75";"96,08"
"TUW-141336";"80,47";"69,61";"72,06"
"TUW-141618";"70,81";"77,50";"71,83"
"TUW-141758";"77,19";"67,07";"66,10"
"TUW-168222";"83,33";"62,50";"62,50"
"TUW-168482";"29,13";"29,07";"23,73"
"TUW-169511";"94,70";"85,61";"88,64"
"TUW-172697";"67,00";"59,62";"53,39"
"TUW-174216";"86,48";"81,82";"83,70"
"TUW-175428";"68,89";"42,45";"42,25"
"TUW-176087";"87,12";"69,36";"70,89"
"TUW-177140";"86,67";"86,67";"86,67"
"TUW-179146";"93,81";"79,22";"81,42"
"TUW-180162";"95,45";"71,18";"75,08"
"TUW-181199";"91,67";"95,14";"91,74"
"TUW-182414";"71,43";"58,02";"59,83"
"TUW-182899";"70,18";"52,16";"58,38"
"TUW-185321";"60,74";"66,67";"63,21"
"TUW-185441";"77,78";"66,79";"67,95"
"TUW-186227";"76,98";"69,29";"69,29"
"TUW-189842";"57,04";"35,42";"34,28"
"TUW-191715";"81,35";"83,25";"82,24"
"TUW-191977";"91,67";"91,67";"91,67"
"TUW-192724";"93,90";"92,31";"91,26"
"TUW-194085";"45,05";"50,87";"40,95"
"TUW-194561";"72,44";"65,33";"59,90"
"TUW-194660";"69,44";"72,00";"70,16"
"TUW-197422";"90,91";"80,06";"81,57"
"TUW-197852";"73,61";"71,43";"65,48"
"TUW-198400";"93,75";"88,59";"90,36"
"TUW-198401";"100,00";"93,59";"96,22"
"TUW-198405";"100,00";"63,89";"65,15"
"TUW-198408";"87,34";"80,64";"80,32"
"TUW-200745";"40,38";"36,49";"31,59"
"TUW-200748";"59,77";"57,38";"51,97"
"TUW-200948";"91,67";"91,67";"91,67"
"TUW-200950";"80,83";"75,93";"71,82"
"TUW-200959";"79,79";"77,92";"74,74"
"TUW-201066";"83,33";"88,89";"85,19"
"TUW-201160";"83,33";"88,89";"85,19"
"TUW-201167";"81,82";"87,04";"75,15"
"TUW-201821";"98,72";"100,00";"99,30"
"TUW-202034";"38,08";"33,66";"29,63"
"TUW-202824";"92,59";"92,59";"92,59"
"TUW-203409";"100,00";"100,00";"100,00"
"TUW-203924";"98,76";"98,76";"98,76"
"TUW-204724";"70,00";"57,69";"54,81"
"TUW-205557";"50,00";"57,14";"40,74"
"TUW-205933";"60,00";"48,15";"49,67"
"TUW-213513";"90,91";"100,00";"93,94"
"TUW-216744";"72,73";"57,14";"57,14"
"TUW-217690";"93,75";"60,61";"62,73"
"TUW-217971";"67,22";"79,44";"70,79"
"TUW-221215";"51,50";"49,05";"43,03"
"TUW-223906";"81,94";"58,21";"61,10"
"TUW-223973";"88,18";"89,09";"88,61"
"TUW-225252";"83,33";"75,93";"77,04"
"TUW-226000";"87,88";"88,64";"88,13"
"TUW-226016";"35,43";"48,04";"29,52"
"TUW-228620";"54,27";"55,77";"42,95"
"TUW-231707";"86,36";"66,67";"67,79"
"TUW-233317";"87,18";"87,18";"87,18"
"TUW-233657";"96,30";"66,67";"66,67"
"TUW-236063";"75,00";"60,00";"61,90"
"TUW-236120";"89,01";"81,93";"81,84"
"TUW-237297";"70,49";"66,36";"63,39"
"TUW-240858";"100,00";"97,22";"98,48"
"TUW-245336";"81,25";"72,37";"76,15"
"TUW-245799";"75,88";"47,50";"45,17"
"TUW-247301";"95,45";"100,00";"97,40"
"TUW-247741";"81,21";"64,31";"65,86"
"TUW-247743";"59,59";"47,77";"40,60"
"TUW-251544";"82,22";"51,75";"51,11"
"TUW-252847";"75,35";"60,00";"59,56"
"TUW-255712";"84,47";"73,00";"73,44"
"TUW-256654";"60,94";"39,58";"40,07"
"TUW-257397";"84,17";"58,33";"57,12"
"TUW-257870";"72,71";"63,33";"60,13"
"Average";"78,94";"71,12";"69,75"
